id,state,name,city,county,latitude,longitude,towered,longest_runway_ft,surface_category,use_category,contact_phone,info_url,type,sources,corroborated
00IS,IL,HAYENGA'S CANT FIND FARMS,KINGS,OGLE,40.025595,-89.12286472,no,1600,unpaved,private,,https://www.airnav.com/airport/00IS,airport,faa,no
00KS,KS,HAYDEN FARM,GARDNER,MIAMI,38.72778666,-94.93051972,no,2600,unpaved,private,,https://www.airnav.com/airport/00KS,airport,faa,no
00KY,KY,ROBBINS ROOST,STANFORD,LINCOLN,37.40944444,-84.61972222,no,2100,unpaved,private,,https://www.airnav.com/airport/00KY,airport,faa,no
00LS,LA,LEJEUNE,ESTERWOOD,ACADIA,30.13627777,-92.42936111,no,2600,unpaved,private,,https://www.airnav.com/airport/00LS,airport,faa,no
00MN,MN,BATTLE LAKE MUNI,BATTLE LAKE,OTTER TAIL,46.29996027,-95.70032416,no,2949,unpaved,private,,https://www.airnav.com/airport/00MN,airport,faa,no
00MO,MO,COOPER FLYING SERVICE,ALBA,JASPER,37.20283472,-94.41244777,no,2400,unpaved,private,,https://www.airnav.com/airport/00MO,airport,faa,no
00NC,NC,NORTH RALEIGH,LOUISBURG,FRANKLIN,36.08515027,-78.37138555,no,2650,paved,private,,https://www.airnav.com/airport/00NC,airport,faa,no
00NY,NY,WEISS AIRFIELD,WEST BLOOMFIELD,ONTARIO,42.89586111,-77.49516111,no,2350,unpaved,private,,https://www.airnav.com/airport/00NY,airport,faa,no
00OK,OK,GULL BAY LANDING,SANDSPRINGS,OSAGE,36.198918,-96.217682,no,2200,unpaved,private,,https://www.airnav.com/airport/00OK,airport,faa,no
00PN,PA,FERRELL FLD,MERCER,MERCER,41.2995,-80.21111111,no,500,unpaved,private,,https://www.airnav.com/airport/00PN,airport,faa,no
00SC,SC,FLYING O,SUMTER,ABBEVILLE,34.00944444,-80.26722222,no,2900,unpaved,private,,https://www.airnav.com/airport/00SC,airport,faa,no
00SD,SD,HOMAN FLD,GARY,AURORA,44.80915833,-96.49889722,no,2400,unpaved,private,,https://www.airnav.com/airport/00SD,airport,faa,no
00TN,TN,THOMPSON FARMS,LEBANON,WILSON,36.12045105,-86.35953227,no,1900,unpaved,private,,https://www.airnav.com/airport/00TN,airport,faa,no
00TS,TX,ALPINE RANGE,EVERMAN,TARRANT,32.60793888,-97.24232222,no,1200,unpaved,private,,https://www.airnav.com/airport/00TS,airport,faa,no
00TT,TX,NOWHERE,GOODLETT,HARDEMAN,34.516606,-99.9369405,no,2429,unpaved,private,,https://www.airnav.com/airport/00TT,airport,faa,no
00TX,TX,DELVA FLD,VAN,VAN ZANDT,32.544452,-95.67313,no,3891,paved,private,,https://www.airnav.com/airport/00TX,airport,faa,no
00VA,VA,VAUGHAN,ALTON,HALIFAX,36.576,-78.99916666,no,1300,unpaved,private,,https://www.airnav.com/airport/00VA,airport,faa,no
00VI,VA,GROUNDHOG MOUNTAIN,HILLSVILLE,CARROLL,36.66333333,-80.4995,no,1500,unpaved,private,,https://www.airnav.com/airport/00VI,airport,faa,no
00WA,WA,HOWELL,LONGBRANCH,PIERCE,47.17843055,-122.7718,no,1600,unpaved,private,,https://www.airnav.com/airport/00WA,airport,faa,no
00WI,WI,NORTHERN LITE,WAUPACA,WAUPACA,44.304285,-89.05011361,no,1000,unpaved,private,,https://www.airnav.com/airport/00WI,airport,faa,no
00WN,WA,HAWKS RUN,ASOTIN,ASOTIN,46.25,-117.249,no,1440,unpaved,private,,https://www.airnav.com/airport/00WN,airport,faa,no
00WV,WV,LAZY J AERODROME,BEVERLY,RANDOLPH,38.82888888,-79.86611111,no,1800,unpaved,private,7037244288,https://www.airnav.com/airport/00WV,airport,faa,no
00XA,TX,WEESKI RANCH,HEMPSTEAD,WALLER,30.2240375,-96.01415277,no,4200,unpaved,private,,https://www.airnav.com/airport/00XA,airport,faa,no
01AA,AK,DONLIN CREEK,CROOKED CREEK,BETHEL,62.03242277,-158.23623166,no,4984,unpaved,private,9072837211,https://www.airnav.com/airport/01AA,airport,faa,no
01AL,AL,WARE ISLAND,CLANTON,CHILTON,32.94595611,-86.51386833,no,2400,unpaved,private,,https://www.airnav.com/airport/01AL,airport,faa,no
01AN,AK,MC HONE HEIGHTS,WASILLA,MATANUSKA-SUSITNA,61.64902777,-149.33902777,no,1886,unpaved,private,9072837211,https://www.airnav.com/airport/01AN,airport,faa,no
01CL,CA,SWANSBORO COUNTRY,PLACERVILLE,EL DORADO,38.79990222,-120.73437555,no,3100,paved,private,,https://www.airnav.com/airport/01CL,airport,faa,no
01CN,AK,COLEMAN HOMESTEAD,TALKEETNA,MATANUSKA-SUSITNA,62.10698194,-150.10929861,no,2000,unpaved,private,9072837211,https://www.airnav.com/airport/01CN,airport,faa,no
01FA,FL,RYBOLT RANCH,ORLANDO,ORANGE,28.58944361,-81.14423027,no,2000,unpaved,private,,https://www.airnav.com/airport/01FA,airport,faa,no
01FL,FL,CEDAR KNOLL FLYING RANCH,GENEVA,SEMINOLE,28.78193611,-81.15922777,no,3000,unpaved,private,,https://www.airnav.com/airport/01FL,airport,faa,no
01GE,GA,THE FARM,WRIGHTSVILLE,JOHNSON,32.67515138,-82.77099533,no,2560,unpaved,private,,https://www.airnav.com/airport/01GE,airport,faa,no
01ID,ID,LAVA HOT SPRINGS AIRPARK,LAVA HOT SPRINGS,BANNOCK,42.6080018,-112.03307902,no,3400,unpaved,private,,https://www.airnav.com/airport/01ID,airport,faa,no
01LA,LA,BARHAM,OAK RIDGE,MOREHOUSE,32.63902694,-91.77373611,no,2000,unpaved,private,,https://www.airnav.com/airport/01LA,airport,faa,no
01MT,MT,CRYSTAL LAKES RESORT,FORTINE,LINCOLN,48.78913194,-114.88043638,no,5000,paved,private,,https://www.airnav.com/airport/01MT,airport,faa,no
01NC,NC,TOPSAIL AIRPARK,HOLLY RIDGE,PENDER,34.47527777,-77.58138888,no,3200,paved,private,,https://www.airnav.com/airport/01NC,airport,faa,no
01NH,NH,MOORE AIRFIELD,CANAAN,GRAFTON,43.64451666,-72.08703055,no,600,unpaved,private,,https://www.airnav.com/airport/01NH,airport,faa,no
01NK,NY,GRANVILLE,GRANVILLE,WASHINGTON,43.42294444,-73.268025,no,2500,unpaved,private,,https://www.airnav.com/airport/01NK,airport,faa,no
01NM,NM,CHAMPION RANCH,ARTESIA,EDDY,33.00861111,-104.54027777,no,2700,unpaved,private,,https://www.airnav.com/airport/01NM,airport,faa,no
01NV,NV,LANTANA RANCH,YERINGTON,LYON,38.76388888,-119.02722222,no,2000,unpaved,private,,https://www.airnav.com/airport/01NV,airport,faa,no
01OL,OK,SPRING CREEK RANCH EAST,TISHOMINGO,JOHNSTON,34.37256977,-96.71603719,no,2100,unpaved,private,,https://www.airnav.com/airport/01OL,airport,faa,no
01PA,PA,POWELL KAISER,BOLIVAR,WESTMORELAND,40.36248611,-79.16548055,no,1200,unpaved,private,,https://www.airnav.com/airport/01PA,airport,faa,no
01PS,PA,NORT'S RESORT,MESHOPPEN,WYOMING,41.59590833,-76.02964444,no,1200,unpaved,private,,https://www.airnav.com/airport/01PS,airport,faa,no
01SC,SC,YORK,YORK,YORK,35.03207944,-81.25277777,no,2580,unpaved,private,,https://www.airnav.com/airport/01SC,airport,faa,no
01TE,TX,SMITH FLD,FORNEY,KAUFMAN,32.73762916,-96.42804055,no,2433,unpaved,private,,https://www.airnav.com/airport/01TE,airport,faa,no
01TN,TN,COLONIAL AIR PARK,COLLIERVILLE,SHELBY,34.99592611,-89.73064,no,2700,unpaved,private,,https://www.airnav.com/airport/01TN,airport,faa,no
01TS,TX,FORT PARKER FLYING FLD,GROESBECK,LIMESTONE,31.56525,-96.54609722,no,2000,unpaved,private,,https://www.airnav.com/airport/01TS,airport,faa,no
01TX,TX,BEULAH FLD,GRAHAM,YOUNG,33.17058055,-98.62222222,no,3025,unpaved,private,,https://www.airnav.com/airport/01TX,airport,faa,no
01UT,UT,LA SAL JUNCTION,LA SAL,SAN JUAN,38.30831944,-109.39650222,no,3200,unpaved,private,,https://www.airnav.com/airport/01UT,airport,faa,no
01VA,VA,PICKLES,BERRYVILLE,CLARKE,39.125,-77.925,no,1500,unpaved,private,,https://www.airnav.com/airport/01VA,airport,faa,no
01WI,WI,KILO KILO AERODROME,WAUSAU,MARATHON,44.89621944,-89.71925138,no,2400,unpaved,private,,https://www.airnav.com/airport/01WI,airport,faa,no
01WY,WY,KEYHOLE,MOORCROFT,CROOK,44.34720472,-104.81080361,no,4360,unpaved,private,,https://www.airnav.com/airport/01WY,airport,faa,no
02AA,AK,BAREFOOT,BIG LAKE,MATANUSKA-SUSITNA,61.50666666,-149.91194444,no,675,unpaved,private,9072837211,https://www.airnav.com/airport/02AA,airport,faa,no
02AK,AK,RUSTIC WILDERNESS,WILLOW,MATANUSKA-SUSITNA,61.87691111,-150.09763888,no,2200,unpaved,private,9072837211,https://www.airnav.com/airport/02AK,airport,faa,no
02AL,AL,BASS FLD,FOLEY,BALDWIN,30.37146388,-87.76444444,no,2000,unpaved,private,,https://www.airnav.com/airport/02AL,airport,faa,no
02AN,AK,EMERALD RIDGE,HOMER,KENAI PENINSULA,59.7042233,-151.29586905,no,1800,unpaved,private,9072837211,https://www.airnav.com/airport/02AN,airport,faa,no
02AR,AR,MOUNT MORIAH FLD,MURFREESBORO,PIKE,34.11694444,-93.6965,no,2100,unpaved,private,,https://www.airnav.com/airport/02AR,airport,faa,no
02CD,MS,SHANNON FLD,CLARKSDALE,COAHOMA,34.12960555,-90.524025,no,2500,paved,private,,https://www.airnav.com/airport/02CD,airport,faa,no
02CL,CA,CONOVER AIR LODGE,FRAZIER PARK,VENTURA,34.76109194,-119.05899305,no,3000,unpaved,private,,https://www.airnav.com/airport/02CL,airport,faa,no
02CO,CO,MC CULLOUGH,MONTE VISTA,RIO GRANDE,37.64333472,-106.04697,no,2670,unpaved,private,,https://www.airnav.com/airport/02CO,airport,faa,no
02FA,FL,OSBORN AIRFIELD,GROVELAND,LAKE,28.52666638,-81.8748,no,3585,unpaved,private,,https://www.airnav.com/airport/02FA,airport,faa,no
02FD,FL,TRIPLE R RANCH,BAKER,OKALOOSA,30.95234722,-86.63541666,no,3443,unpaved,private,,https://www.airnav.com/airport/02FD,airport,faa,no
02GA,GA,DOUG BOLTON FLD,COMMERCE,JACKSON,34.20260805,-83.42904888,no,1500,unpaved,private,,https://www.airnav.com/airport/02GA,airport,faa,no
02GE,GA,ETOWAH FIELDS,EUHARLEE,BARTOW,34.17527777,-84.92444444,no,3400,unpaved,private,,https://www.airnav.com/airport/02GE,airport,faa,no
02ID,ID,MORGAN RANCH,CASCADE,VALLEY,44.55545944,-115.30510666,no,2000,unpaved,private,,https://www.airnav.com/airport/02ID,airport,faa,no
02IN,IN,DIAMOND P FLD,MUNCIE,DELAWARE,40.20888888,-85.54083333,no,1020,unpaved,private,,https://www.airnav.com/airport/02IN,airport,faa,no
02KS,KS,JMJ LANDING,ST MARYS,POTTAWATOMIE,39.22221888,-96.05527055,no,1950,unpaved,private,,https://www.airnav.com/airport/02KS,airport,faa,no
02MD,MD,GARNER FLD,BRANDYWINE,PRINCE GEORGES,38.67254444,-76.70973888,no,2000,unpaved,private,,https://www.airnav.com/airport/02MD,airport,faa,no
02ME,ME,NADEAU'S AIRFIELD,ACTON,YORK,43.5373,-70.92936666,no,2400,unpaved,private,,https://www.airnav.com/airport/02ME,airport,faa,no
02MI,MI,FAIRPLAINS AIRPARK,GREENVILLE,MONTCALM,43.15700277,-85.14892777,no,2000,unpaved,private,,https://www.airnav.com/airport/02MI,airport,faa,no
02MN,MN,GREGORY,CAMBRIDGE,ISANTI,45.62973611,-93.17497222,no,2145,unpaved,private,,https://www.airnav.com/airport/02MN,airport,faa,no
02MO,MO,TROY AIRPARK,TROY,LINCOLN,39.04626111,-91.02821944,no,2100,paved,private,,https://www.airnav.com/airport/02MO,airport,faa,no
02MS,MS,WATTS FLD,ROCHDALE,BOLIVAR,34.10010694,-90.84677138,no,2150,unpaved,private,,https://www.airnav.com/airport/02MS,airport,faa,no
02MT,MT,STEPPLER FLD,CULBERTSON,RICHLAND,47.98042777,-104.70893611,no,2700,unpaved,private,,https://www.airnav.com/airport/02MT,airport,faa,no
02NM,NM,FFR ANIMAS LANDING STRIP,ANIMAS,HIDALGO,32.09071,-108.870735,no,4247,unpaved,private,,https://www.airnav.com/airport/02NM,airport,faa,no
02NV,NV,PAIUTE MEADOWS,WINNEMUCCA,HUMBOLDT,41.30055555,-118.92833333,no,2200,unpaved,private,,https://www.airnav.com/airport/02NV,airport,faa,no
02OK,OK,BOBBITT,LAMONT,GRANT,36.61888888,-97.535,no,2396,unpaved,private,,https://www.airnav.com/airport/02OK,airport,faa,no
02SC,SC,HARPERS,ESTILL,HAMPTON,32.75850194,-81.22482472,no,3600,unpaved,private,,https://www.airnav.com/airport/02SC,airport,faa,no
02TN,TN,ELLIS FLD,MURFREESBORO,RUTHERFORD,35.78055555,-86.58416666,no,1600,unpaved,private,,https://www.airnav.com/airport/02TN,airport,faa,no
02TS,TX,EL TESORO RANCH,CHARLOTTE,ATASCOSA,28.66264166,-98.72309444,no,4000,paved,private,,https://www.airnav.com/airport/02TS,airport,faa,no
02UT,UT,LUCIN,LUCIN,BOX ELDER,41.3663125,-113.84306361,no,4000,unpaved,private,,https://www.airnav.com/airport/02UT,airport,faa,no
02WA,WA,CAWLEYS SOUTH PRAIRIE,SOUTH PRAIRIE,PIERCE,47.15232388,-122.09400277,no,2650,unpaved,private,,https://www.airnav.com/airport/02WA,airport,faa,no
02WI,WI,BEER,HUDSON,ST CROIX,45.03191111,-92.65575638,no,2200,unpaved,private,,https://www.airnav.com/airport/02WI,airport,faa,no
02WN,WA,FOWLER FLD,TONASKET,OKANOGAN,48.74583333,-119.31861111,no,1500,unpaved,private,,https://www.airnav.com/airport/02WN,airport,faa,no
02XA,TX,JLS FARMS,HONEY GROVE,FANNIN,33.59131944,-95.88286388,no,1950,unpaved,private,,https://www.airnav.com/airport/02XA,airport,faa,no
02XS,TX,SEIDEL RANCH,ELROY,TRAVIS,30.14771305,-97.66277916,no,1500,unpaved,private,,https://www.airnav.com/airport/02XS,airport,faa,no
03AZ,AZ,THOMPSON INTL AVIATION,HEREFORD,COCHISE,31.4334325,-110.08396583,no,3600,unpaved,private,,https://www.airnav.com/airport/03AZ,airport,faa,no
03CO,CO,BLUE WATER,SAGUACHE,SAGUACHE,38.09791816,-106.08975536,no,2100,unpaved,private,,https://www.airnav.com/airport/03CO,airport,faa,no
03FA,FL,LAKE PERSIMMON AIRSTRIP,LAKE PLACID,HIGHLANDS,27.3530975,-81.40812861,no,2000,unpaved,private,,https://www.airnav.com/airport/03FA,airport,faa,no
03FL,FL,GREENS FARM FLD,CAPE CORAL,LEE,26.7054775,-82.05236916,no,903,unpaved,private,,https://www.airnav.com/airport/03FL,airport,faa,no
03GA,GA,HIA,STATESBORO,BULLOCH,32.56230555,-81.85769444,no,1990,unpaved,private,,https://www.airnav.com/airport/03GA,airport,faa,no
03IA,IA,FLATLANDER,ELLIOTT,MONTGOMERY,41.14141111,-95.19438055,no,2000,unpaved,private,,https://www.airnav.com/airport/03IA,airport,faa,no
03ID,ID,FLYING Y RANCH,COUNCIL,ADAMS,44.79432944,-116.53264638,no,1800,unpaved,private,,https://www.airnav.com/airport/03ID,airport,faa,no
03IL,IL,WIX,MONEE,WILL,41.40225527,-87.81671333,no,2600,unpaved,private,,https://www.airnav.com/airport/03IL,airport,faa,no
03KY,KY,FLYING H FARMS,HENDERSON,HENDERSON,37.795904,-87.53879,no,2300,unpaved,private,,https://www.airnav.com/airport/03KY,airport,faa,no
03MA,MA,HADLEY,HADLEY,HAMPSHIRE,42.39314472,-72.55203222,no,1600,unpaved,private,,https://www.airnav.com/airport/03MA,airport,faa,no
03ME,ME,MAPLE RIDGE,HARRISON,CUMBERLAND,44.08423722,-70.62728277,no,2400,unpaved,private,,https://www.airnav.com/airport/03ME,airport,faa,no
03MN,MN,NAUERTH LAND RANCH,LAKEFIELD,JACKSON,43.62523833,-95.22472222,no,1940,unpaved,private,,https://www.airnav.com/airport/03MN,airport,faa,no
03MO,MO,DORTON,RICHMOND,RAY,39.28883055,-93.99242222,no,2100,unpaved,private,,https://www.airnav.com/airport/03MO,airport,faa,no
03MU,MO,MC DONNELL,ARCHIE,CASS,38.49194444,-94.41235555,no,2400,paved,private,,https://www.airnav.com/airport/03MU,airport,faa,no
03NC,NC,PILOTS RIDGE,CAROLINA BEACH,NEW HANOVER,34.10433833,-77.90416666,no,3000,paved,private,,https://www.airnav.com/airport/03NC,airport,faa,no
03ND,ND,OLAFSON BROTHERS,EDINBURG,PEMBINA,48.62638277,-97.82898333,no,2600,unpaved,private,,https://www.airnav.com/airport/03ND,airport,faa,no
03NV,NV,LLAMA RANCH,RUBY VALLEY,ELKO,40.58444444,-115.29777777,no,3200,unpaved,private,,https://www.airnav.com/airport/03NV,airport,faa,no
03NY,NY,TALMAGE FLD,RIVERHEAD,SUFFOLK,40.95843166,-72.716765,no,2000,unpaved,private,,https://www.airnav.com/airport/03NY,airport,faa,no
03OH,OH,GIBBS FLD,FREMONT,SANDUSKY,41.41838527,-83.01741611,no,2200,unpaved,private,,https://www.airnav.com/airport/03OH,airport,faa,no
03OK,OK,SAHOMA LAKE,SAPULPA,CREEK,36.04119722,-96.16138888,no,1200,unpaved,private,,https://www.airnav.com/airport/03OK,airport,faa,no
03OL,OK,BLUEBIRD,ALEX,GRADY,35.01233388,-97.702735,no,1900,unpaved,private,,https://www.airnav.com/airport/03OL,airport,faa,no
03OR,OR,POWWATKA RIDGE,TROY,WALLOWA,45.85542194,-117.48434416,no,2950,paved,private,,https://www.airnav.com/airport/03OR,airport,faa,no
03PR,KS,SUN VIEW FLD,BONNER SPRINGS,LEAVENWORTH,39.06594722,-94.92170277,no,2926,unpaved,private,,https://www.airnav.com/airport/03PR,airport,faa,no
03TE,TX,BARRONENA RANCH,HEBBRONVILLE,DUVAL,27.49114444,-98.66946138,no,3500,unpaved,private,,https://www.airnav.com/airport/03TE,airport,faa,no
03TT,TX,BRAZOS POLO,ORCHARD,FORT BEND,29.63211666,-95.93248055,no,3000,unpaved,private,,https://www.airnav.com/airport/03TT,airport,faa,no
03UT,UT,A Z MINERALS CORPORATION,MEXICAN HAT,SAN JUAN,37.12083444,-109.98595722,no,5000,unpaved,private,,https://www.airnav.com/airport/03UT,airport,faa,no
03WA,WA,SPANGLE FLD,SPANGLE,SPOKANE,47.40822694,-117.37186361,no,2800,unpaved,private,,https://www.airnav.com/airport/03WA,airport,faa,no
03WN,WA,AEROSTONE AIRFIELD,GOLDENDALE,KLICKITAT,45.87545447,-120.67232602,no,2200,unpaved,private,,https://www.airnav.com/airport/03WN,airport,faa,no
03XS,TX,CREEKSIDE,MERTZON,IRION,31.31805555,-100.75416666,no,3200,unpaved,private,,https://www.airnav.com/airport/03XS,airport,faa,no
04AA,AK,FLYING W RANCH,SOLDOTNA,KENAI PENINSULA,60.53583333,-150.81138888,no,1300,unpaved,private,9072837211,https://www.airnav.com/airport/04AA,airport,faa,no
04AN,AK,NORTH 40,SUTTON,MATANUSKA-SUSITNA,61.73751111,-148.70072361,no,2010,unpaved,private,9072837211,https://www.airnav.com/airport/04AN,airport,faa,no
04AZ,AZ,WHITE HILLS,WHITE HILLS,MOHAVE,35.72177638,-114.45053888,no,8968,unpaved,private,,https://www.airnav.com/airport/04AZ,airport,faa,no
04CA,CA,GRAY BUTTE FLD,PALMDALE,LOS ANGELES,34.56664452,-117.67077219,no,8047,paved,private,,https://www.airnav.com/airport/04CA,airport,faa,no
04CL,CA,DESERT WINGS SKY RANCH,JULIAN,SAN DIEGO,33.08171083,-116.44140444,no,1900,unpaved,private,,https://www.airnav.com/airport/04CL,airport,faa,no
04FA,FL,RICHARDS FLD,HOMESTEAD,DADE,25.55871916,-80.51505722,no,2620,unpaved,private,,https://www.airnav.com/airport/04FA,airport,faa,no
04FL,FL,CROSS CREEK FARMS,ORMOND,VOLUSIA,29.23942472,-81.222005,no,3000,unpaved,private,,https://www.airnav.com/airport/04FL,airport,faa,no
04IA,IA,MIDDLEKOOP,PACKWOOD,JEFFERSON,41.08835027,-92.05462027,no,2310,unpaved,private,,https://www.airnav.com/airport/04IA,airport,faa,no
04ID,ID,LANHAM FLD,EMMETT,GEM,43.87766416,-116.53708055,no,3000,unpaved,private,,https://www.airnav.com/airport/04ID,airport,faa,no
04IL,IL,FULL THROTTLE,HUDSON,MC LEAN,40.63753527,-89.00701888,no,1700,unpaved,private,,https://www.airnav.com/airport/04IL,airport,faa,no
04IS,IL,VAN GORDER,MANSFIELD,PIATT,40.17864472,-88.5689525,no,2200,unpaved,private,,https://www.airnav.com/airport/04IS,airport,faa,no
04KS,KS,KRAEMER AIRFIELD,MINNEOLA,CLARK,37.39854705,-100.03709419,no,2000,unpaved,private,,https://www.airnav.com/airport/04KS,airport,faa,no
04KY,KY,NATCHEZ TRACE FARM,HISEVILLE,BARREN,37.13505361,-85.78941555,no,1700,paved,private,,https://www.airnav.com/airport/04KY,airport,faa,no
04MA,MA,GODDARD,HAVERHILL,ESSEX,42.80981138,-71.13922527,no,2100,unpaved,private,,https://www.airnav.com/airport/04MA,airport,faa,no
04ME,ME,BEECH HILL,MERCER,SOMERSET,44.66672861,-69.89394416,no,1950,unpaved,private,,https://www.airnav.com/airport/04ME,airport,faa,no
04MI,MI,RAPIDS AIRWAY,EATON RAPIDS,EATON,42.53448111,-84.62831305,no,2000,unpaved,private,,https://www.airnav.com/airport/04MI,airport,faa,no
04MN,MN,HELBLAD,KELLIHER,BELTRAMI,47.98579222,-94.68691777,no,2500,unpaved,private,,https://www.airnav.com/airport/04MN,airport,faa,no
04MS,MS,NICKS FLYING SERVICE INC,ROLLING FORK,SHARKEY,32.93957166,-90.83732194,no,3400,paved,private,,https://www.airnav.com/airport/04MS,airport,faa,no
04MT,MT,PLUHAR,COHAGEN,GARFIELD,47.13749777,-106.488095,no,2100,unpaved,private,,https://www.airnav.com/airport/04MT,airport,faa,no
04NE,NE,MC CONNELL FLD,SARBEN,KEITH,41.15999333,-101.2990525,no,2500,unpaved,private,,https://www.airnav.com/airport/04NE,airport,faa,no
04NJ,NJ,EMMANUEL,ELMER,SALEM,39.59678111,-75.23351888,no,3500,unpaved,private,,https://www.airnav.com/airport/04NJ,airport,faa,no
04NV,NV,KINGSTON RANCH,SANDY VALLEY,SAN BERNARDINO,35.75553138,-115.66472805,no,3240,paved,private,,https://www.airnav.com/airport/04NV,airport,faa,no
04NY,NY,KLAVERACK,HUDSON,COLUMBIA,42.26230916,-73.69623305,no,5200,unpaved,private,,https://www.airnav.com/airport/04NY,airport,faa,no
04OR,OR,COLLINS LANDING STRIP,MITCHELL,WHEELER,44.74985527,-120.20112888,no,2600,unpaved,private,,https://www.airnav.com/airport/04OR,airport,faa,no
04TN,TN,HENSLEY AIRPARK,CHUCKEY,GREENE,36.18333333,-82.67888888,no,3000,paved,private,,https://www.airnav.com/airport/04TN,airport,faa,no
04TT,TX,BRUSHY CREEK RANCH,UTOPIA,BANDERA,29.71369569,-99.54562294,no,5134,paved,private,,https://www.airnav.com/airport/04TT,airport,faa,no
04TX,TX,POCOCK,CHINA SPRING,BOSQUE,31.73222222,-97.36888888,no,2000,unpaved,private,,https://www.airnav.com/airport/04TX,airport,faa,no
04UT,UT,NAVAJO MOUNTAIN,NAVAJO MOUNTAIN TRDNG POST,SAN JUAN,37.00832972,-110.79513666,no,3700,unpaved,private,,https://www.airnav.com/airport/04UT,airport,faa,no
04VT,VT,LIGHTNING BOLT FLD,CABOT,WASHINGTON,44.40111111,-72.26361111,no,1300,unpaved,private,,https://www.airnav.com/airport/04VT,airport,faa,no
04WA,WA,OX MEADOWS,SPOKANE,SPOKANE,47.58183611,-117.4371525,no,1800,unpaved,private,,https://www.airnav.com/airport/04WA,airport,faa,no
04WI,WI,DUTCH GAP AIRSTRIP,BRISTOL,KENOSHA,42.5233525,-88.01674805,no,1800,unpaved,private,,https://www.airnav.com/airport/04WI,airport,faa,no
04WN,WA,STILLWATER CREEK,ROYAL CITY,GRANT,46.95835833,-119.63881944,no,4100,paved,private,,https://www.airnav.com/airport/04WN,airport,faa,no
04XA,TX,PECAN FLD,JERMYN,JACK,33.28393333,-98.40286111,no,2167,unpaved,private,,https://www.airnav.com/airport/04XA,airport,faa,no
05AK,AK,WASILLA CREEK AIRPARK,PALMER,MATANUSKA-SUSITNA,61.66865416,-149.18733333,no,2000,unpaved,private,9077452495,https://www.airnav.com/airport/05AK,airport,faa,no
05AN,AK,WELTONS AERODROME,FOX,FAIRBANKS NORTH STAR,64.96047202,-147.60109194,no,1250,unpaved,private,9074740788,https://www.airnav.com/airport/05AN,airport,faa,no
05AR,AR,OZARK SKIES AIRPARK,KINGSTON,MADISON,36.00063333,-93.57025,no,2000,unpaved,private,,https://www.airnav.com/airport/05AR,airport,faa,no
05CL,CA,POPE VALLEY,POPE VALLEY,NAPA,38.61073916,-122.3913675,no,3700,paved,private,,https://www.airnav.com/airport/05CL,airport,faa,no
05CO,CO,RANCHO DE AEREO,MEAD,WELD,40.21498388,-104.98442277,no,2650,unpaved,private,,https://www.airnav.com/airport/05CO,airport,faa,no
05FA,FL,MELANIE'S,FLORALA,WALTON,30.91888888,-86.21833333,no,2950,unpaved,private,,https://www.airnav.com/airport/05FA,airport,faa,no
